(44.486371067153, 11.327490339664596)-349-0.jpg;empty;82.0;18.0
(44.486371067153, 11.327490339664596)-349-45.jpg;empty;82.0;18.0
(44.486371067153, 11.327490339664596)-349-90.jpg;empty;82.0;18.0
(44.486371067153, 11.327490339664596)-349-135.jpg;empty;82.0;18.0
(44.486371067153, 11.327490339664596)-349-175.jpg;empty;82.0;18.0
(44.486371067153, 11.327490339664596)-349-220.jpg;empty;82.0;18.0
(44.486371067153, 11.327490339664596)-349-265.jpg;empty;82.0;18.0
(44.486371067153, 11.327490339664596)-349-310.jpg;empty;82.0;18.0
(44.486371067153, 11.327490339664596)-349-355.jpg;empty;82.0;18.0
(44.488344065383, 11.31870707342834)-171-0.jpg;empty;82.0;18.0
(44.488344065383, 11.31870707342834)-171-45.jpg;empty;82.0;18.0
(44.488344065383, 11.31870707342834)-171-90.jpg;empty;82.0;18.0
(44.488344065383, 11.31870707342834)-171-135.jpg;empty;82.0;18.0
(44.488344065383, 11.31870707342834)-171-175.jpg;empty;82.0;18.0
(44.488344065383, 11.31870707342834)-171-220.jpg;empty;82.0;18.0
(44.488344065383, 11.31870707342834)-171-265.jpg;empty;82.0;18.0
(44.488344065383, 11.31870707342834)-171-310.jpg;empty;82.0;18.0
(44.488344065383, 11.31870707342834)-171-355.jpg;empty;82.0;18.0
(44.488431323183, 11.346737438238794)-169-0.jpg;empty;67.0;33.0
(44.488431323183, 11.346737438238794)-169-45.jpg;tag;30.0;70.0
(44.488431323183, 11.346737438238794)-169-90.jpg;tag;42.0;58.0
(44.488431323183, 11.346737438238794)-169-135.jpg;tag;45.0;55.0
(44.488431323183, 11.346737438238794)-169-175.jpg;empty;88.0;12.0
(44.488431323183, 11.346737438238794)-169-220.jpg;empty;71.0;29.0
(44.488431323183, 11.346737438238794)-169-265.jpg;empty;56.0;44.0
(44.488431323183, 11.346737438238794)-169-310.jpg;empty;65.0;35.0
(44.488431323183, 11.346737438238794)-169-355.jpg;empty;70.0;30.0
(44.4808055408619, 11.343830017607754)-333-0.jpg;tag;41.0;59.0
(44.4808055408619, 11.343830017607754)-333-45.jpg;empty;59.0;41.0
(44.4808055408619, 11.343830017607754)-333-90.jpg;empty;62.0;38.0
(44.4808055408619, 11.343830017607754)-333-135.jpg;empty;62.0;38.0
(44.4808055408619, 11.343830017607754)-333-175.jpg;empty;58.0;42.0
(44.4808055408619, 11.343830017607754)-333-220.jpg;empty;80.0;20.0
(44.4808055408619, 11.343830017607754)-333-265.jpg;empty;78.0;22.0
(44.4808055408619, 11.343830017607754)-333-310.jpg;tag;42.0;58.0
(44.4808055408619, 11.343830017607754)-333-355.jpg;tag;42.0;58.0
(44.4829941002748, 11.313601728473069)-56-0.jpg;empty;76.0;24.0
(44.4829941002748, 11.313601728473069)-56-45.jpg;empty;67.0;33.0
(44.4829941002748, 11.313601728473069)-56-90.jpg;empty;86.0;14.0
(44.4829941002748, 11.313601728473069)-56-135.jpg;empty;81.0;19.0
(44.4829941002748, 11.313601728473069)-56-175.jpg;empty;79.0;21.0
(44.4829941002748, 11.313601728473069)-56-220.jpg;empty;79.0;21.0
(44.4829941002748, 11.313601728473069)-56-265.jpg;empty;89.0;11.0
(44.4829941002748, 11.313601728473069)-56-310.jpg;empty;82.0;18.0
(44.4829941002748, 11.313601728473069)-56-355.jpg;empty;73.0;27.0
(44.4832694740248, 11.312025888869393)-67-0.jpg;empty;82.0;18.0
(44.4832694740248, 11.312025888869393)-67-45.jpg;empty;82.0;18.0
(44.4832694740248, 11.312025888869393)-67-90.jpg;empty;82.0;18.0
(44.4832694740248, 11.312025888869393)-67-135.jpg;empty;82.0;18.0
(44.4832694740248, 11.312025888869393)-67-175.jpg;empty;82.0;18.0
(44.4832694740248, 11.312025888869393)-67-220.jpg;empty;82.0;18.0
(44.4832694740248, 11.312025888869393)-67-265.jpg;empty;82.0;18.0
(44.4832694740248, 11.312025888869393)-67-310.jpg;empty;82.0;18.0
(44.4832694740248, 11.312025888869393)-67-355.jpg;empty;82.0;18.0
(44.4835778513114, 11.340082890813061)-338-0.jpg;empty;77.0;23.0
(44.4835778513114, 11.340082890813061)-338-45.jpg;empty;76.0;24.0
(44.4835778513114, 11.340082890813061)-338-90.jpg;empty;52.0;48.0
(44.4835778513114, 11.340082890813061)-338-135.jpg;empty;82.0;18.0
(44.4835778513114, 11.340082890813061)-338-175.jpg;empty;74.0;26.0
(44.4835778513114, 11.340082890813061)-338-220.jpg;empty;77.0;23.0
(44.4835778513114, 11.340082890813061)-338-265.jpg;empty;68.0;32.0
(44.4835778513114, 11.340082890813061)-338-310.jpg;empty;52.0;48.0
(44.4835778513114, 11.340082890813061)-338-355.jpg;empty;74.0;26.0
(44.4837634735714, 11.371613853388599)-9-0.jpg;empty;68.0;32.0
(44.4837634735714, 11.371613853388599)-9-45.jpg;empty;76.0;24.0
(44.4837634735714, 11.371613853388599)-9-90.jpg;empty;96.0;4.0
(44.4837634735714, 11.371613853388599)-9-135.jpg;empty;92.0;8.0
(44.4837634735714, 11.371613853388599)-9-175.jpg;empty;73.0;27.0
(44.4837634735714, 11.371613853388599)-9-220.jpg;empty;74.0;26.0
(44.4837634735714, 11.371613853388599)-9-265.jpg;empty;83.0;17.0
(44.4837634735714, 11.371613853388599)-9-310.jpg;empty;73.0;27.0
(44.4837634735714, 11.371613853388599)-9-355.jpg;empty;72.0;28.0
(44.4851651410828, 11.353988262762398)-195-0.jpg;empty;60.0;40.0
(44.4851651410828, 11.353988262762398)-195-45.jpg;tag;44.0;56.0
(44.4851651410828, 11.353988262762398)-195-90.jpg;empty;58.0;42.0
(44.4851651410828, 11.353988262762398)-195-135.jpg;tag;47.0;53.0
(44.4851651410828, 11.353988262762398)-195-175.jpg;empty;61.0;39.0
(44.4851651410828, 11.353988262762398)-195-220.jpg;empty;66.0;34.0
(44.4851651410828, 11.353988262762398)-195-265.jpg;empty;54.0;46.0
(44.4851651410828, 11.353988262762398)-195-310.jpg;empty;57.0;43.0
(44.4851651410828, 11.353988262762398)-195-355.jpg;empty;73.0;27.0
(44.4864038115958, 11.331292238577248)-303-0.jpg;empty;65.0;35.0
(44.4864038115958, 11.331292238577248)-303-45.jpg;empty;68.0;32.0
(44.4864038115958, 11.331292238577248)-303-90.jpg;tag;48.0;52.0
(44.4864038115958, 11.331292238577248)-303-135.jpg;empty;69.0;31.0
(44.4864038115958, 11.331292238577248)-303-175.jpg;empty;56.0;44.0
(44.4864038115958, 11.331292238577248)-303-220.jpg;empty;64.0;36.0
(44.4864038115958, 11.331292238577248)-303-265.jpg;empty;77.0;23.0
(44.4864038115958, 11.331292238577248)-303-310.jpg;empty;76.0;24.0
(44.4864038115958, 11.331292238577248)-303-355.jpg;empty;70.0;30.0
(44.4880712315825, 11.350224381267687)-265-0.jpg;empty;55.0;45.0
(44.4880712315825, 11.350224381267687)-265-45.jpg;tag;32.0;68.0
(44.4880712315825, 11.350224381267687)-265-90.jpg;tag;32.0;68.0
(44.4880712315825, 11.350224381267687)-265-135.jpg;empty;60.0;40.0
(44.4880712315825, 11.350224381267687)-265-175.jpg;empty;68.0;32.0
(44.4880712315825, 11.350224381267687)-265-220.jpg;empty;51.0;49.0
(44.4880712315825, 11.350224381267687)-265-265.jpg;tag;47.0;53.0
(44.4880712315825, 11.350224381267687)-265-310.jpg;empty;56.0;44.0
(44.4880712315825, 11.350224381267687)-265-355.jpg;tag;34.0;66.0
(44.4882612541328, 11.3174240786186)-41-0.jpg;empty;78.0;22.0
(44.4882612541328, 11.3174240786186)-41-45.jpg;empty;85.0;15.0
(44.4882612541328, 11.3174240786186)-41-90.jpg;empty;63.0;37.0
(44.4882612541328, 11.3174240786186)-41-135.jpg;empty;69.0;31.0
(44.4882612541328, 11.3174240786186)-41-175.jpg;empty;66.0;34.0
(44.4882612541328, 11.3174240786186)-41-220.jpg;empty;81.0;19.0
(44.4882612541328, 11.3174240786186)-41-265.jpg;empty;81.0;19.0
(44.4882612541328, 11.3174240786186)-41-310.jpg;empty;85.0;15.0
(44.4882612541328, 11.3174240786186)-41-355.jpg;empty;73.0;27.0
(44.4898141221719, 11.35652440870843)-61-0.jpg;tag;50.0;50.0
(44.4898141221719, 11.35652440870843)-61-45.jpg;empty;56.0;44.0
(44.4898141221719, 11.35652440870843)-61-90.jpg;empty;61.0;39.0
(44.4898141221719, 11.35652440870843)-61-135.jpg;empty;94.0;6.0
(44.4898141221719, 11.35652440870843)-61-175.jpg;empty;91.0;9.0
(44.4898141221719, 11.35652440870843)-61-220.jpg;empty;80.0;20.0
(44.4898141221719, 11.35652440870843)-61-265.jpg;empty;77.0;23.0
(44.4898141221719, 11.35652440870843)-61-310.jpg;empty;67.0;33.0
