img/location-2-0.jpg,img/location-2-45.jpg,img/location-2-90.jpg,img/location-2-135.jpg,img/location-2-175.jpg,img/location-2-220.jpg,img/location-2-265.jpg,img/location-2-310.jpg,img/location-2-355.jpg,44.48718131779217,11.361343445078507,
img/location-3-0.jpg,img/location-3-45.jpg,img/location-3-90.jpg,img/location-3-135.jpg,img/location-3-175.jpg,img/location-3-220.jpg,img/location-3-265.jpg,img/location-3-310.jpg,img/location-3-355.jpg,44.48644810815368,11.355688085282344,
img/location-4-0.jpg,img/location-4-45.jpg,img/location-4-90.jpg,img/location-4-135.jpg,img/location-4-175.jpg,img/location-4-220.jpg,img/location-4-265.jpg,img/location-4-310.jpg,img/location-4-355.jpg,44.49315374813032,11.318689643064186,
img/location-5-0.jpg,img/location-5-45.jpg,img/location-5-90.jpg,img/location-5-135.jpg,img/location-5-175.jpg,img/location-5-220.jpg,img/location-5-265.jpg,img/location-5-310.jpg,img/location-5-355.jpg,44.489146406984815,11.309093270403231,
img/location-6-0.jpg,img/location-6-45.jpg,img/location-6-90.jpg,img/location-6-135.jpg,img/location-6-175.jpg,img/location-6-220.jpg,img/location-6-265.jpg,img/location-6-310.jpg,img/location-6-355.jpg,44.48812267721084,11.369900082270103,
img/location-7-0.jpg,img/location-7-45.jpg,img/location-7-90.jpg,img/location-7-135.jpg,img/location-7-175.jpg,img/location-7-220.jpg,img/location-7-265.jpg,img/location-7-310.jpg,img/location-7-355.jpg,44.48381688890426,11.321267786179282,
img/location-8-0.jpg,img/location-8-45.jpg,img/location-8-90.jpg,img/location-8-135.jpg,img/location-8-175.jpg,img/location-8-220.jpg,img/location-8-265.jpg,img/location-8-310.jpg,img/location-8-355.jpg,44.486178077307386,11.34422811677899,
img/location-9-0.jpg,img/location-9-45.jpg,img/location-9-90.jpg,img/location-9-135.jpg,img/location-9-175.jpg,img/location-9-220.jpg,img/location-9-265.jpg,img/location-9-310.jpg,img/location-9-355.jpg,44.491277263538734,11.317258262862012,
img/location-10-0.jpg,img/location-10-45.jpg,img/location-10-90.jpg,img/location-10-135.jpg,img/location-10-175.jpg,img/location-10-220.jpg,img/location-10-265.jpg,img/location-10-310.jpg,img/location-10-355.jpg,44.49704885320716,11.30788449290825,
img/location-11-0.jpg,img/location-11-45.jpg,img/location-11-90.jpg,img/location-11-135.jpg,img/location-11-175.jpg,img/location-11-220.jpg,img/location-11-265.jpg,img/location-11-310.jpg,img/location-11-355.jpg,44.49124121299624,11.334995172463625,
